    6.19  202.42    9.13     218.14   0.52   0.5169   0.0183 1 0 .100E+01
    6.08  198.11    8.88       3.46   3.00   0.5115   0.1912 1 0 .000E+00
    6.60  196.29    9.58     218.81   1.65   0.3209   0.0867 1 0 .100E+01
    2.94  219.33    4.37     222.38   4.16   0.3247   0.1129 1 0 .100E+01
    2.78  213.69    4.14     230.72   0.72   0.5192   0.0206 1 0 .100E+01
    3.35  217.97    4.99     231.35   2.87   0.3924   0.1340 1 0 .100E+01
    3.50  210.74    5.22     215.97   4.51   0.1842   0.1277 1 0 .100E+01
    3.88  206.63    5.77     226.75   2.04   0.3564   0.0854 1 0 .100E+01
    6.37  193.25    9.17     224.96   4.52   0.2727   0.1735 1 0 .100E+01
    6.98  189.41    9.89     214.07   3.84   0.5032   0.0822 1 0 .100E+01
    8.89  163.73   10.87     149.68   2.19   0.4204   0.0307 0 0 .317E-19
    7.69  174.93   10.13     222.23   1.85  -0.3579   0.0310 0 0 .998E+00
    7.21  171.14    9.27     170.61   1.24   0.4807   0.0900 1 0 .710E-08
    5.80  163.57    7.08     214.09   4.41  -0.5484   0.0644 0 0 .997E+00
   12.24  171.59   15.79     -53.33   1.57   0.6615   0.0769 1 0 .000E+00
   11.64  172.00   15.05     225.17   4.32  -0.1065   0.0324 0 0 .996E+00
    8.46  177.43   11.31     228.88   0.97   0.1762   0.0186 0 0 .997E+00
    6.63  178.10    8.89     204.58   2.15   0.5501   0.1037 1 0 .983E+00
   10.31  214.72   15.38     214.60   3.65   0.6816   0.1006 1 0 .959E+00
   14.16  191.98   20.28     132.37   1.57   0.8848   0.0508 1 0 .383E-38
   13.92  194.06   20.08     187.47   3.23   0.8108   0.0638 1 1 .802E-06
   13.26  202.93   19.59     231.05   1.14   0.4157   0.0515 1 0 .100E+01
    6.32  184.99    8.80     232.52   3.83  -0.0231   0.0384 0 0 .997E+00
    3.75  170.34    4.80     227.94   1.36   0.4602   0.0982 1 0 .100E+01
    4.62  187.46    6.50     237.94   4.25   0.1665   0.1787 1 0 .100E+01
    4.62  178.64    6.22     208.84   4.34   0.5509   0.1576 1 0 .996E+00
    9.98  178.05   13.38     236.42   4.28   0.2637   0.1715 1 0 .100E+01
    7.74  191.61   11.08     200.34   4.28   0.4529   0.1700 1 0 .971E+00
   18.24  309.37   18.33      49.71   0.81   0.9406   0.0334 2 0 .000E+00
   14.91  289.66   15.49     233.35   1.78   0.4520   0.0874 1 0 .100E+01
   14.39  298.51   14.48      51.00   0.88   1.0029   0.0406 2 0 .000E+00
   15.82  299.63   15.88      70.44   4.16   0.6948   0.1409 1 0 .000E+00
   15.54  303.42   15.54     134.34   5.25   1.0212   0.0689 1 0 .261E-27
   15.88  308.38   15.93      50.31   3.26   0.6726   0.1790 1 0 .000E+00
   15.65  286.48   16.52      84.89   1.94   0.6372   0.0408 2 0 .000E+00
   15.83  291.56   16.30      75.00   1.95   0.7221   0.0485 2 0 .000E+00
   18.84  295.67   19.09     124.09   2.14   0.8307   0.1209 2 0 .000E+00
   16.56  301.07   16.60      -6.09   3.40   0.6990   0.0823 1 0 .000E+00
   21.22  318.29   21.98     -18.69   2.87   1.0091   0.0673 1 0 .000E+00
   17.53  316.06   17.97      52.48   1.79   0.7766   0.0900 2 0 .000E+00
   17.90  311.10   18.06     220.81   0.99   0.8609   0.0350 2 0 .292E-03
   16.55  314.49   16.87      38.51   1.66   0.9308   0.0528 1 0 .000E+00
   19.01  320.27   19.88      28.09   2.93   0.5789   0.1205 1 0 .000E+00
   17.72  320.61   18.56      98.94   2.44   0.8915   0.0650 1 0 .000E+00
   15.56  320.16   16.27      49.95   4.03   0.5506   0.2779 1 0 .000E+00
   12.44  312.62   12.60     209.82   3.06   0.3147   0.1299 1 0 .100E+01
   12.91  311.33   13.04      69.77   3.45   0.5500   0.2151 1 0 .000E+00
   12.83  305.90   12.83      44.17   1.79   0.7644   0.1107 1 0 .000E+00
   14.97  312.29   15.16      98.69   2.87   1.0250   0.2633 1 0 .000E+00
   14.70  318.01   15.20      90.32   3.53   1.0268   0.0737 1 0 .000E+00
   18.58  332.14   20.92     234.99   3.97   0.5265   0.1216 1 0 .994E+00
   16.26  327.97   17.80     165.05   3.48   0.7816   0.1304 1 0 .429E-11
   14.96  332.13   16.85     123.91   1.40   0.9628   0.0418 2 0 .000E+00
   14.50  326.42   15.72      46.74   1.41   0.9774   0.0818 1 0 .000E+00
   13.80  329.42   15.26     149.29   3.29   1.0221   0.0533 1 0 .557E-26
